datetime_beginning_ept,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,forecast_hour_beginning_ept,forecast_load_mw,
7/6/2023 9:00,32.01,32.320897,0.218711,0.092186,7/6/2023 9:00,107167,
7/6/2023 10:00,34.16,34.745197,0.447905,0.137292,7/6/2023 10:00,113430,
7/6/2023 11:00,38.78,39.623707,0.657187,0.18652,7/6/2023 11:00,119202,
7/6/2023 12:00,41.19,42.223412,0.692215,0.341196,7/6/2023 12:00,124338,
7/6/2023 13:00,49.6,52.871709,2.722827,0.548882,7/6/2023 13:00,128463,
7/6/2023 14:00,49.12,54.561394,4.915097,0.526297,7/6/2023 14:00,130641,
7/6/2023 15:00,52.5,59.466051,6.468987,0.497064,7/6/2023 15:00,131766,
7/6/2023 16:00,59.74,69.710834,9.312884,0.65795,7/6/2023 16:00,131995,
7/6/2023 17:00,58.24,67.951356,9.184511,0.526845,7/6/2023 17:00,131177,
7/6/2023 18:00,49.67,59.200321,8.815006,0.715315,7/6/2023 18:00,128400,
7/6/2023 19:00,41.15,49.113203,7.424233,0.53897,7/6/2023 19:00,123902,
7/6/2023 20:00,37.82,41.40598,3.170718,0.415262,7/6/2023 20:00,119546,
7/6/2023 21:00,34.36,35.370066,0.744221,0.265845,7/6/2023 21:00,115020,
7/6/2023 22:00,28.66,29.37708,0.549009,0.168071,7/6/2023 22:00,107574,
7/6/2023 23:00,27.54,28.076114,0.359439,0.176675,7/6/2023 23:00,99593,
7/7/2023 0:00,26.24,26.727937,0.330283,0.157654,7/7/2023 0:00,92969,
7/7/2023 1:00,23.57,23.791329,0.132855,0.088475,7/7/2023 1:00,87952,
7/7/2023 2:00,20.48,20.69921,0.155262,0.063948,7/7/2023 2:00,84278,
7/7/2023 3:00,18.78,19.002819,0.185164,0.037655,7/7/2023 3:00,82049,
7/7/2023 4:00,18.68,18.934288,0.201668,0.05262,7/7/2023 4:00,81646,
7/7/2023 5:00,21.03,21.277313,0.178973,0.06834,7/7/2023 5:00,83644,
7/7/2023 6:00,24.66,25.334807,0.552332,0.122475,7/7/2023 6:00,87626,
7/7/2023 7:00,27.23,27.527224,0.199844,0.09738,7/7/2023 7:00,92217,
7/7/2023 8:00,29.44,29.80033,0.256907,0.103422,7/7/2023 8:00,97325,
7/7/2023 9:00,33.33,34.09152,0.574317,0.187203,7/7/2023 9:00,102483,
7/7/2023 10:00,33.72,34.530526,0.609719,0.200807,7/7/2023 10:00,107940,
7/7/2023 11:00,39.36,40.828677,1.207254,0.261423,7/7/2023 11:00,113059,
7/7/2023 12:00,41.67,43.623276,1.704272,0.249004,7/7/2023 12:00,117791,
7/7/2023 13:00,46.2,48.979482,2.215046,0.564436,7/7/2023 13:00,121748,
7/7/2023 14:00,50.17,55.045556,4.359303,0.516253,7/7/2023 14:00,124347,
7/7/2023 15:00,56.84,63.715049,6.292912,0.582137,7/7/2023 15:00,125760,
7/7/2023 16:00,64.23,75.594556,10.618347,0.746209,7/7/2023 16:00,126475,
7/7/2023 17:00,63.57,73.307921,9.126331,0.61159,7/7/2023 17:00,125756,
7/7/2023 18:00,51.64,60.698277,8.618102,0.440175,7/7/2023 18:00,122619,
7/7/2023 19:00,42.63,49.087893,6.207585,0.250308,7/7/2023 19:00,118115,
7/7/2023 20:00,38.38,41.85401,3.093975,0.380036,7/7/2023 20:00,113901,
7/7/2023 21:00,35.81,37.084645,1.273107,0.001538,7/7/2023 21:00,109583,
7/7/2023 22:00,30.19,31.088953,0.747109,0.151845,7/7/2023 22:00,103164,
7/7/2023 23:00,27.61,28.169933,0.420874,0.139058,7/7/2023 23:00,95810,
7/8/2023 0:00,23.74,23.973883,0.091798,0.142085,7/8/2023 0:00,89742,
7/8/2023 1:00,22.72,23.151444,0.290775,0.140669,7/8/2023 1:00,84820,
7/8/2023 2:00,19.94,20.219699,0.166897,0.112801,7/8/2023 2:00,81171,
7/8/2023 3:00,17.65,17.976435,0.235099,0.091336,7/8/2023 3:00,78755,
7/8/2023 4:00,16.49,16.859625,0.279099,0.090526,7/8/2023 4:00,77353,
7/8/2023 5:00,16.23,16.715922,0.410585,0.075338,7/8/2023 5:00,77311,
7/8/2023 6:00,17.19,17.603998,0.280822,0.133176,7/8/2023 6:00,77851,
7/8/2023 7:00,19.44,19.764175,0.197166,0.127009,7/8/2023 7:00,80393,
7/8/2023 8:00,23.51,23.751278,0.062774,0.178503,7/8/2023 8:00,85567,
7/8/2023 9:00,26,26.415551,0.197399,0.218152,7/8/2023 9:00,91304,
7/8/2023 10:00,31.01,31.516761,0.297985,0.208776,7/8/2023 10:00,96872,
7/8/2023 11:00,33.98,35.283094,0.917648,0.385446,7/8/2023 11:00,101806,
7/8/2023 12:00,35.23,36.757343,0.994302,0.533041,7/8/2023 12:00,105957,
7/8/2023 13:00,38.29,40.853804,1.804808,0.758996,7/8/2023 13:00,109071,
7/8/2023 14:00,39.26,43.041595,3.006988,0.774607,7/8/2023 14:00,111302,
7/8/2023 15:00,43.61,49.566655,5.146967,0.809688,7/8/2023 15:00,112927,
7/8/2023 16:00,49.04,56.368955,6.445083,0.883872,7/8/2023 16:00,114216,
7/8/2023 17:00,52.51,62.567822,9.101424,0.956397,7/8/2023 17:00,114158,
7/8/2023 18:00,47.29,55.529262,7.474854,0.764408,7/8/2023 18:00,112215,
7/8/2023 19:00,39.04,44.496647,4.906351,0.550296,7/8/2023 19:00,108766,
7/8/2023 20:00,34.99,38.822316,3.309255,0.523061,7/8/2023 20:00,105372,
7/8/2023 21:00,32.65,33.51084,0.566629,0.294211,7/8/2023 21:00,101867,
7/8/2023 22:00,29.54,30.245478,0.453114,0.252365,7/8/2023 22:00,96473,
7/8/2023 23:00,24.97,25.346155,0.16809,0.208065,7/8/2023 23:00,90200,
7/9/2023 0:00,22.99,23.36451,0.176262,0.198248,7/9/2023 0:00,86678,
7/9/2023 1:00,21.33,21.588706,0.12115,0.137556,7/9/2023 1:00,82135,
7/9/2023 2:00,18.51,18.817186,0.170242,0.136944,7/9/2023 2:00,78733,
7/9/2023 3:00,17.42,17.573936,0.061223,0.092713,7/9/2023 3:00,76337,
7/9/2023 4:00,15.94,16.090215,0.068279,0.081936,7/9/2023 4:00,74990,
7/9/2023 5:00,15.14,15.321021,0.103893,0.077129,7/9/2023 5:00,74407,
7/9/2023 6:00,15.13,15.317226,0.09519,0.092036,7/9/2023 6:00,74287,
7/9/2023 7:00,15.99,16.168099,0.068123,0.109976,7/9/2023 7:00,76211,
7/9/2023 8:00,21.79,22.187324,0.200282,0.197042,7/9/2023 8:00,80685,
7/9/2023 9:00,25.12,25.710941,0.343765,0.247176,7/9/2023 9:00,85850,
7/9/2023 10:00,26.8,27.531792,0.470261,0.261532,7/9/2023 10:00,90832,
7/9/2023 11:00,29.7,31.260097,1.291134,0.268963,7/9/2023 11:00,95326,
7/9/2023 12:00,31.72,34.643498,2.571363,0.352135,7/9/2023 12:00,99196,
7/9/2023 13:00,32.84,36.011484,2.845424,0.32606,7/9/2023 13:00,102133,
7/9/2023 14:00,31.82,35.15353,2.942502,0.391028,7/9/2023 14:00,104112,
7/9/2023 15:00,32.9,36.19557,3.038347,0.257223,7/9/2023 15:00,105455,
7/9/2023 16:00,33.62,37.492296,3.773718,0.098578,7/9/2023 16:00,106679,
7/9/2023 17:00,36.28,39.079763,2.746191,0.053572,7/9/2023 17:00,107332,
7/9/2023 18:00,35.43,38.092584,2.646379,0.016204,7/9/2023 18:00,106128,
7/9/2023 19:00,32.67,34.528414,1.900845,-0.042431,7/9/2023 19:00,103888,
7/9/2023 20:00,32.21,33.288425,1.008074,0.070351,7/9/2023 20:00,101588,
7/9/2023 21:00,29.84,30.732509,0.884749,0.00776,7/9/2023 21:00,98571,
7/9/2023 22:00,26.09,27.055739,0.770783,0.194956,7/9/2023 22:00,93414,
7/9/2023 23:00,21.71,22.149476,0.286485,0.152992,7/9/2023 23:00,87456,
7/10/2023 0:00,19.51,19.841608,0.210146,0.121462,7/10/2023 0:00,81832,
7/10/2023 1:00,17.32,17.636493,0.223531,0.092962,7/10/2023 1:00,77894,
7/10/2023 2:00,15.05,15.272348,0.175599,0.046749,7/10/2023 2:00,75373,
7/10/2023 3:00,14.82,15.032079,0.168282,0.043797,7/10/2023 3:00,74126,
7/10/2023 4:00,15.17,15.382219,0.173114,0.039105,7/10/2023 4:00,74561,
7/10/2023 5:00,16.56,16.8781,0.276568,0.041531,7/10/2023 5:00,77329,
7/10/2023 6:00,19.99,20.490799,0.419137,0.081661,7/10/2023 6:00,81852,
7/10/2023 7:00,22.95,23.262135,0.199911,0.112224,7/10/2023 7:00,86648,
7/10/2023 8:00,25.35,25.962619,0.432057,0.180562,7/10/2023 8:00,91013,
7/10/2023 9:00,26.25,26.806026,0.35254,0.203486,7/10/2023 9:00,95187,
7/10/2023 10:00,28.81,29.5405,0.528266,0.202234,7/10/2023 10:00,99664,
7/10/2023 11:00,30.42,31.253912,0.598699,0.235213,7/10/2023 11:00,104093,
7/10/2023 12:00,32.62,33.483026,0.607215,0.255811,7/10/2023 12:00,108253,
7/10/2023 13:00,37.6,38.90285,1.001767,0.301083,7/10/2023 13:00,112358,
7/10/2023 14:00,39.89,41.596064,1.426253,0.279811,7/10/2023 14:00,115464,
7/10/2023 15:00,46.93,49.824778,2.599246,0.295532,7/10/2023 15:00,117894,
7/10/2023 16:00,59.18,63.244916,3.675054,0.389862,7/10/2023 16:00,119914,
7/10/2023 17:00,66.6,71.030904,3.958633,0.472272,7/10/2023 17:00,120829,
7/10/2023 18:00,56.93,59.924178,2.616326,0.377852,7/10/2023 18:00,119315,
7/10/2023 19:00,43.75,45.65589,1.662394,0.243496,7/10/2023 19:00,116010,
7/10/2023 20:00,36.44,37.58819,0.967614,0.180577,7/10/2023 20:00,111976,
7/10/2023 21:00,34.3,35.369237,0.953803,0.115433,7/10/2023 21:00,107510,
7/10/2023 22:00,29.26,30.351769,0.971015,0.120754,7/10/2023 22:00,100543,
7/10/2023 23:00,26.4,27.053717,0.552781,0.100936,7/10/2023 23:00,92950,
7/11/2023 0:00,20.18,20.53226,0.263276,0.088983,7/11/2023 0:00,86876,
7/11/2023 1:00,17.42,17.847989,0.37923,0.048759,7/11/2023 1:00,81874,
7/11/2023 2:00,15.28,15.62382,0.302645,0.041175,7/11/2023 2:00,78417,
7/11/2023 3:00,13.87,14.13593,0.228656,0.037275,7/11/2023 3:00,76306,
7/11/2023 4:00,13.72,13.978894,0.225625,0.033269,7/11/2023 4:00,76045,
7/11/2023 5:00,14.76,14.982003,0.177133,0.04487,7/11/2023 5:00,78209,
7/11/2023 6:00,17.94,18.398799,0.396914,0.061885,7/11/2023 6:00,82280,
7/11/2023 7:00,20.32,20.538063,0.140988,0.077075,7/11/2023 7:00,87339,
7/11/2023 8:00,24.24,24.480773,0.135149,0.105623,7/11/2023 8:00,92703,
7/11/2023 9:00,28.13,28.625796,0.392767,0.103028,7/11/2023 9:00,98279,
7/11/2023 10:00,32.43,33.253686,0.763973,0.059713,7/11/2023 10:00,104465,
7/11/2023 11:00,36.07,37.571612,1.37188,0.129733,7/11/2023 11:00,110648,
7/11/2023 12:00,38.72,40.917596,1.994814,0.202782,7/11/2023 12:00,116488,
7/11/2023 13:00,40.49,43.219113,2.482029,0.247084,7/11/2023 13:00,121735,
7/11/2023 14:00,45.26,48.740185,3.191809,0.288376,7/11/2023 14:00,125672,
7/11/2023 15:00,55.54,61.911702,5.936908,0.434794,7/11/2023 15:00,128755,
7/11/2023 16:00,67.51,76.528204,8.451456,0.566748,7/11/2023 16:00,131051,
7/11/2023 17:00,74.19,83.363301,8.473939,0.699362,7/11/2023 17:00,131894,
7/11/2023 18:00,65.13,72.86277,7.175477,0.557294,7/11/2023 18:00,129928,
7/11/2023 19:00,53.42,59.411749,5.662767,0.328982,7/11/2023 19:00,125394,
7/11/2023 20:00,41.55,43.848093,2.109345,0.188749,7/11/2023 20:00,120267,
7/11/2023 21:00,36.72,37.807644,0.940687,0.146957,7/11/2023 21:00,114921,
7/11/2023 22:00,30.45,31.184049,0.643807,0.090242,7/11/2023 22:00,106989,
7/11/2023 23:00,26.62,27.320841,0.592233,0.108608,7/11/2023 23:00,98474,
7/12/2023 0:00,23.45,23.154121,-0.374521,0.078642,7/12/2023 0:00,90202,
7/12/2023 1:00,20.41,19.95817,-0.519724,0.067894,7/12/2023 1:00,85001,
7/12/2023 2:00,17.67,17.14208,-0.55361,0.025691,7/12/2023 2:00,81247,
7/12/2023 3:00,16.08,15.570459,-0.514114,0.004574,7/12/2023 3:00,79103,
7/12/2023 4:00,16.06,15.61071,-0.458683,0.009392,7/12/2023 4:00,78696,
7/12/2023 5:00,17.43,17.037536,-0.412086,0.019622,7/12/2023 5:00,80843,
7/12/2023 6:00,20.64,20.462556,-0.22087,0.043426,7/12/2023 6:00,84844,
7/12/2023 7:00,24.59,24.352885,-0.313871,0.076756,7/12/2023 7:00,90236,
7/12/2023 8:00,26.56,26.710475,0.038874,0.111601,7/12/2023 8:00,96002,
7/12/2023 9:00,30.01,30.36739,0.277431,0.079959,7/12/2023 9:00,102025,
7/12/2023 10:00,34.52,34.902123,0.272123,0.11,7/12/2023 10:00,108473,
7/12/2023 11:00,38.89,40.09842,1.000547,0.207873,7/12/2023 11:00,114774,
7/12/2023 12:00,42.62,45.328514,2.363865,0.344649,7/12/2023 12:00,120530,
7/12/2023 13:00,46.09,49.659957,3.034784,0.535173,7/12/2023 13:00,125610,
7/12/2023 14:00,50.33,56.136472,5.121107,0.685365,7/12/2023 14:00,129339,
7/12/2023 15:00,65.32,72.844933,6.511909,1.013023,7/12/2023 15:00,132170,
7/12/2023 16:00,75.97,91.783847,14.761642,1.052205,7/12/2023 16:00,134131,
7/12/2023 17:00,78.64,94.679441,15.028613,1.010828,7/12/2023 17:00,134617,
7/12/2023 18:00,67.75,84.102049,15.401714,0.950334,7/12/2023 18:00,132606,
7/12/2023 19:00,54.5,67.110014,11.87888,0.731135,7/12/2023 19:00,128242,
7/12/2023 20:00,44.1,49.333813,4.704595,0.529218,7/12/2023 20:00,123227,
7/12/2023 21:00,37.34,39.49903,1.761383,0.397647,7/12/2023 21:00,118381,
7/12/2023 22:00,31.99,31.484739,-0.739489,0.234228,7/12/2023 22:00,110503,
7/12/2023 23:00,27.64,27.100558,-0.654497,0.115055,7/12/2023 23:00,102043,
7/13/2023 0:00,26.61,26.165156,-0.581948,0.137103,7/13/2023 0:00,95134,
7/13/2023 1:00,24.87,24.273288,-0.660231,0.06352,7/13/2023 1:00,89762,
7/13/2023 2:00,21.32,20.826697,-0.542948,0.049645,7/13/2023 2:00,85818,
7/13/2023 3:00,19.33,18.742167,-0.625595,0.037762,7/13/2023 3:00,83449,
7/13/2023 4:00,19.09,18.41787,-0.708939,0.036809,7/13/2023 4:00,82828,
7/13/2023 5:00,23.51,22.935296,-0.595349,0.020645,7/13/2023 5:00,84740,
7/13/2023 6:00,26.45,25.958008,-0.53431,0.042318,7/13/2023 6:00,88542,
7/13/2023 7:00,26.82,26.630379,-0.320313,0.130692,7/13/2023 7:00,93792,
7/13/2023 8:00,29.05,29.269118,0.052751,0.166367,7/13/2023 8:00,100059,
7/13/2023 9:00,35.26,35.613755,0.117968,0.235788,7/13/2023 9:00,106614,
7/13/2023 10:00,35.35,36.534322,0.790662,0.39366,7/13/2023 10:00,113324,
7/13/2023 11:00,40.36,42.711169,1.87872,0.472449,7/13/2023 11:00,119639,
7/13/2023 12:00,44.61,49.859291,4.513436,0.735855,7/13/2023 12:00,125442,
7/13/2023 13:00,50.51,58.57718,7.169911,0.897269,7/13/2023 13:00,130470,
7/13/2023 14:00,54.28,66.189232,10.886219,1.023012,7/13/2023 14:00,133984,
7/13/2023 15:00,64.86,80.316026,13.998049,1.457978,7/13/2023 15:00,136552,
7/13/2023 16:00,78.08,101.210398,21.430997,1.699401,7/13/2023 16:00,138560,
7/13/2023 17:00,81.13,107.199943,24.336463,1.733481,7/13/2023 17:00,138772,
7/13/2023 18:00,67.43,93.048326,24.276895,1.341432,7/13/2023 18:00,136695,
7/13/2023 19:00,57.25,79.65455,21.251878,1.152672,7/13/2023 19:00,132201,
7/13/2023 20:00,44.76,55.590777,9.935152,0.895625,7/13/2023 20:00,127073,
7/13/2023 21:00,40.52,45.04942,3.966827,0.562593,7/13/2023 21:00,121896,
7/13/2023 22:00,34.28,35.019778,0.478498,0.261279,7/13/2023 22:00,114183,
7/13/2023 23:00,31.86,32.927836,0.73564,0.332197,7/13/2023 23:00,105796,
7/14/2023 0:00,26.68,26.300265,-0.557399,0.177665,7/14/2023 0:00,95477,
7/14/2023 1:00,23.93,23.410634,-0.646543,0.127177,7/14/2023 1:00,90200,
7/14/2023 2:00,20.19,19.601705,-0.641543,0.053248,7/14/2023 2:00,86330,
7/14/2023 3:00,18.82,18.09344,-0.763749,0.037189,7/14/2023 3:00,83923,
7/14/2023 4:00,18.01,17.276346,-0.770187,0.036533,7/14/2023 4:00,83361,
7/14/2023 5:00,19.86,19.144128,-0.803833,0.087961,7/14/2023 5:00,85093,
7/14/2023 6:00,24.83,24.467965,-0.488313,0.126278,7/14/2023 6:00,88662,
7/14/2023 7:00,26.94,26.795087,-0.2674,0.122486,7/14/2023 7:00,93381,
7/14/2023 8:00,29.55,30.064649,0.382932,0.131717,7/14/2023 8:00,98700,
7/14/2023 9:00,32.16,33.169349,0.87217,0.137178,7/14/2023 9:00,104077,
7/14/2023 10:00,34.37,35.264029,0.75355,0.140479,7/14/2023 10:00,109607,
7/14/2023 11:00,40.43,41.885654,1.291824,0.163829,7/14/2023 11:00,114692,
7/14/2023 12:00,42.87,44.961151,1.893374,0.197777,7/14/2023 12:00,119457,
7/14/2023 13:00,43.56,46.567498,2.804007,0.203491,7/14/2023 13:00,123387,
7/14/2023 14:00,46.96,51.84666,4.627609,0.259052,7/14/2023 14:00,126138,
7/14/2023 15:00,53.11,59.83368,6.417157,0.306523,7/14/2023 15:00,127651,
7/14/2023 16:00,66.99,75.719743,8.471007,0.258736,7/14/2023 16:00,128676,
7/14/2023 17:00,68.44,77.808479,9.202392,0.166087,7/14/2023 17:00,128488,
7/14/2023 18:00,58.38,65.667901,7.158954,0.128947,7/14/2023 18:00,126121,
7/14/2023 19:00,50.26,55.084223,4.705618,0.118605,7/14/2023 19:00,121574,
7/14/2023 20:00,42.9,45.839439,2.759254,0.180185,7/14/2023 20:00,116993,
7/14/2023 21:00,41.39,43.223931,1.707534,0.126397,7/14/2023 21:00,112619,
7/14/2023 22:00,32.42,32.966071,0.369591,0.17648,7/14/2023 22:00,106096,
7/14/2023 23:00,29.41,29.966083,0.332303,0.22378,7/14/2023 23:00,98491,
7/15/2023 0:00,27.67,27.926012,0.189082,0.066929,7/15/2023 0:00,92595,
7/15/2023 1:00,25.19,25.482939,0.248243,0.044696,7/15/2023 1:00,87339,
7/15/2023 2:00,21.63,21.520843,-0.071286,-0.03787,7/15/2023 2:00,83506,
7/15/2023 3:00,19.14,18.959236,-0.223531,0.042768,7/15/2023 3:00,80919,
7/15/2023 4:00,17.92,17.635908,-0.330426,0.046334,7/15/2023 4:00,79450,
7/15/2023 5:00,17.45,17.235679,-0.232811,0.01849,7/15/2023 5:00,79188,
7/15/2023 6:00,17.34,17.41906,-0.008432,0.087492,7/15/2023 6:00,79597,
7/15/2023 7:00,20.08,20.208895,0.040982,0.087913,7/15/2023 7:00,82531,
7/15/2023 8:00,23.5,24.293577,0.647711,0.145866,7/15/2023 8:00,88247,
7/15/2023 9:00,27.87,29.077891,1.007376,0.200515,7/15/2023 9:00,94820,
7/15/2023 10:00,30.89,32.317627,1.245462,0.182165,7/15/2023 10:00,101268,
7/15/2023 11:00,33.91,35.685114,1.477028,0.298086,7/15/2023 11:00,106979,
7/15/2023 12:00,39,41.611963,2.184031,0.427932,7/15/2023 12:00,111721,
7/15/2023 13:00,38.71,42.694908,3.521997,0.462911,7/15/2023 13:00,115310,
7/15/2023 14:00,38.55,45.190368,6.157651,0.482717,7/15/2023 14:00,118012,
7/15/2023 15:00,41.41,50.1169,8.205255,0.501645,7/15/2023 15:00,120031,
7/15/2023 16:00,49.25,66.15968,16.367401,0.542278,7/15/2023 16:00,121881,
7/15/2023 17:00,56.91,72.8562,15.317993,0.628207,7/15/2023 17:00,122561,
7/15/2023 18:00,51.28,66.792068,14.974079,0.537989,7/15/2023 18:00,120806,
7/15/2023 19:00,43.16,53.169074,9.656905,0.352169,7/15/2023 19:00,116969,
7/15/2023 20:00,39.12,44.020402,4.625833,0.274568,7/15/2023 20:00,112654,
7/15/2023 21:00,35.74,37.77778,1.876995,0.160785,7/15/2023 21:00,108703,
7/15/2023 22:00,30.23,31.140833,0.80489,0.105944,7/15/2023 22:00,102836,
7/15/2023 23:00,28.48,28.725766,0.176718,0.069049,7/15/2023 23:00,96048,
7/16/2023 0:00,22.57,22.717895,0.053586,0.094309,7/16/2023 0:00,91290,
7/16/2023 1:00,22.32,22.363475,0.077708,-0.034233,7/16/2023 1:00,86308,
7/16/2023 2:00,19.92,19.83481,-0.152577,0.067387,7/16/2023 2:00,82538,
7/16/2023 3:00,17.47,17.284135,-0.283002,0.097138,7/16/2023 3:00,79841,
7/16/2023 4:00,16.51,16.348799,-0.247974,0.086773,7/16/2023 4:00,78248,
7/16/2023 5:00,16.69,16.470639,-0.203866,-0.015495,7/16/2023 5:00,77432,
7/16/2023 6:00,16.1,16.03898,-0.116497,0.055477,7/16/2023 6:00,77051,
7/16/2023 7:00,17.18,17.286763,0.009773,0.096991,7/16/2023 7:00,79264,
7/16/2023 8:00,21.03,21.277899,0.113577,0.134322,7/16/2023 8:00,84630,
7/16/2023 9:00,23.59,24.074485,0.316036,0.168449,7/16/2023 9:00,91010,
7/16/2023 10:00,27.04,27.854387,0.549442,0.264944,7/16/2023 10:00,97285,
7/16/2023 11:00,30.21,31.442047,0.944936,0.287112,7/16/2023 11:00,103132,
7/16/2023 12:00,32.74,34.071408,1.055797,0.275611,7/16/2023 12:00,108249,
7/16/2023 13:00,35.26,37.324813,1.762322,0.302491,7/16/2023 13:00,112426,
7/16/2023 14:00,37.83,41.239827,2.993877,0.41595,7/16/2023 14:00,115738,
7/16/2023 15:00,40.13,45.222723,4.632133,0.46059,7/16/2023 15:00,118540,
7/16/2023 16:00,46.15,54.454964,7.897986,0.406977,7/16/2023 16:00,121177,
7/16/2023 17:00,54.16,64.825383,10.096578,0.568805,7/16/2023 17:00,122972,
7/16/2023 18:00,50.4,61.407748,10.361893,0.645855,7/16/2023 18:00,122204,
7/16/2023 19:00,45.93,52.454238,5.988861,0.535377,7/16/2023 19:00,119297,
7/16/2023 20:00,39.32,42.260372,2.552388,0.387983,7/16/2023 20:00,115468,
7/16/2023 21:00,34.52,36.161324,1.310462,0.330862,7/16/2023 21:00,111383,
7/16/2023 22:00,29.81,30.703406,0.596524,0.296882,7/16/2023 22:00,105078,
7/16/2023 23:00,26.41,27.076921,0.342379,0.324542,7/16/2023 23:00,97953,
7/17/2023 0:00,20.11,20.290543,0.02799,0.152553,7/17/2023 0:00,90734,
7/17/2023 1:00,19.63,19.768612,0.017682,0.12093,7/17/2023 1:00,86027,
7/17/2023 2:00,16.79,16.73675,-0.128304,0.075054,7/17/2023 2:00,82799,
7/17/2023 3:00,16.03,15.526244,-0.574648,0.070892,7/17/2023 3:00,80881,
7/17/2023 4:00,16.13,15.945854,-0.253053,0.068907,7/17/2023 4:00,80788,
7/17/2023 5:00,17.6,17.252792,-0.410092,0.062884,7/17/2023 5:00,83197,
7/17/2023 6:00,20.16,20.665165,0.391018,0.114147,7/17/2023 6:00,87488,
7/17/2023 7:00,23.55,23.965172,0.264708,0.150464,7/17/2023 7:00,92810,
7/17/2023 8:00,27.51,28.044887,0.417981,0.116906,7/17/2023 8:00,98915,
7/17/2023 9:00,30.88,31.692193,0.675854,0.13634,7/17/2023 9:00,105318,
7/17/2023 10:00,31.9,32.536249,0.483092,0.153158,7/17/2023 10:00,111901,
7/17/2023 11:00,37.4,38.637546,0.945895,0.29165,7/17/2023 11:00,118012,
7/17/2023 12:00,44.53,46.651555,1.63839,0.483166,7/17/2023 12:00,123528,
7/17/2023 13:00,47.53,50.72851,2.612322,0.586188,7/17/2023 13:00,127898,
7/17/2023 14:00,49.23,55.582441,5.672254,0.680187,7/17/2023 14:00,130551,
7/17/2023 15:00,59.21,67.629069,7.606526,0.812544,7/17/2023 15:00,132395,
7/17/2023 16:00,67.72,84.21291,15.536873,0.956037,7/17/2023 16:00,133598,
7/17/2023 17:00,70.45,90.380232,18.846674,1.083558,7/17/2023 17:00,134024,
7/17/2023 18:00,62.81,79.837301,16.036901,0.9904,7/17/2023 18:00,131772,
7/17/2023 19:00,51.88,64.073815,11.488846,0.704969,7/17/2023 19:00,127480,
7/17/2023 20:00,42.14,49.114446,6.480782,0.493664,7/17/2023 20:00,123100,
7/17/2023 21:00,39.1,41.194397,1.666146,0.42825,7/17/2023 21:00,117734,
7/17/2023 22:00,32.18,33.713273,1.207684,0.325589,7/17/2023 22:00,109876,
7/17/2023 23:00,28.68,28.898991,0.012174,0.206817,7/17/2023 23:00,101671,
7/18/2023 0:00,22.1,22.106363,-0.135539,0.141902,7/18/2023 0:00,91591,
7/18/2023 1:00,18.17,18.193483,-0.037819,0.061302,7/18/2023 1:00,86467,
7/18/2023 2:00,16.18,15.861202,-0.345623,0.026825,7/18/2023 2:00,82993,
7/18/2023 3:00,15.09,14.573748,-0.558317,0.042065,7/18/2023 3:00,80740,
7/18/2023 4:00,15.15,14.817093,-0.367006,0.034099,7/18/2023 4:00,80376,
7/18/2023 5:00,17.59,17.103777,-0.449564,-0.036659,7/18/2023 5:00,82592,
7/18/2023 6:00,20.97,20.81101,-0.177374,0.018385,7/18/2023 6:00,86669,
7/18/2023 7:00,21.72,21.948728,0.070228,0.1585,7/18/2023 7:00,91978,
7/18/2023 8:00,23.31,23.452614,-0.017882,0.160496,7/18/2023 8:00,97451,
7/18/2023 9:00,27.17,27.439567,0.06689,0.202677,7/18/2023 9:00,102899,
7/18/2023 10:00,29.62,30.294451,0.518543,0.155908,7/18/2023 10:00,108733,
7/18/2023 11:00,33.97,35.203046,1.031746,0.201301,7/18/2023 11:00,114272,
7/18/2023 12:00,37.75,39.491447,1.399944,0.341504,7/18/2023 12:00,119268,
7/18/2023 13:00,40.95,45.342406,3.830109,0.562297,7/18/2023 13:00,123589,
7/18/2023 14:00,43.83,51.233334,6.809696,0.593638,7/18/2023 14:00,126473,
7/18/2023 15:00,48.67,56.965427,7.516134,0.779293,7/18/2023 15:00,128352,
7/18/2023 16:00,59.25,73.240598,12.99712,0.993478,7/18/2023 16:00,129726,
7/18/2023 17:00,60.52,77.203976,15.633521,1.050455,7/18/2023 17:00,129856,
7/18/2023 18:00,53.8,69.202977,14.507699,0.895278,7/18/2023 18:00,127636,
7/18/2023 19:00,46.91,59.397305,11.790375,0.69693,7/18/2023 19:00,123574,
7/18/2023 20:00,39.88,44.215175,3.907088,0.428088,7/18/2023 20:00,118768,
7/18/2023 21:00,37.21,39.060051,1.518518,0.331532,7/18/2023 21:00,113676,
7/18/2023 22:00,30.8,31.433195,0.303963,0.329232,7/18/2023 22:00,106133,
7/18/2023 23:00,27.21,27.437179,0.04378,0.183399,7/18/2023 23:00,97947,
7/19/2023 0:00,22.13,21.555907,-0.674161,0.100068,7/19/2023 0:00,91271,
7/19/2023 1:00,19.29,18.954844,-0.38951,0.054354,7/19/2023 1:00,86265,
7/19/2023 2:00,17.11,16.600617,-0.523406,0.014023,7/19/2023 2:00,82791,
7/19/2023 3:00,16.11,15.52297,-0.58561,-0.001421,7/19/2023 3:00,80721,
7/19/2023 4:00,15.99,15.404941,-0.584783,-0.000276,7/19/2023 4:00,80432,
