evaluated_at_utc,evaluated_at_ept,forecast_hour_beginning_utc,forecast_hour_beginning_ept,forecast_area,forecast_load_mw
6/26/2023 9:45:00 AM,6/26/2023 5:45:00 AM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29073
6/26/2023 1:45:00 PM,6/26/2023 9:45:00 AM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29569
6/26/2023 3:45:00 PM,6/26/2023 11:45:00 AM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29569
6/26/2023 9:45:00 PM,6/26/2023 5:45:00 PM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29441
6/27/2023 3:45:00 AM,6/26/2023 11:45:00 PM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29441
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29241
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29441
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29441
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29441
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 3:00:00 AM,6/27/2023 11:00:00 PM,MIDATL,29441
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 4:00:00 AM,6/28/2023 12:00:00 AM,MIDATL,27219
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 4:00:00 AM,6/28/2023 12:00:00 AM,MIDATL,27621
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 4:00:00 AM,6/28/2023 12:00:00 AM,MIDATL,27621
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 4:00:00 AM,6/28/2023 12:00:00 AM,MIDATL,27621
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 4:00:00 AM,6/28/2023 12:00:00 AM,MIDATL,27621
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 5:00:00 AM,6/28/2023 1:00:00 AM,MIDATL,25894
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 5:00:00 AM,6/28/2023 1:00:00 AM,MIDATL,26240
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 5:00:00 AM,6/28/2023 1:00:00 AM,MIDATL,26240
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 5:00:00 AM,6/28/2023 1:00:00 AM,MIDATL,26240
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 5:00:00 AM,6/28/2023 1:00:00 AM,MIDATL,26240
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 6:00:00 AM,6/28/2023 2:00:00 AM,MIDATL,25020
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 6:00:00 AM,6/28/2023 2:00:00 AM,MIDATL,25334
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 6:00:00 AM,6/28/2023 2:00:00 AM,MIDATL,25334
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 6:00:00 AM,6/28/2023 2:00:00 AM,MIDATL,25334
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 6:00:00 AM,6/28/2023 2:00:00 AM,MIDATL,25334
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 7:00:00 AM,6/28/2023 3:00:00 AM,MIDATL,24596
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 7:00:00 AM,6/28/2023 3:00:00 AM,MIDATL,24887
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 7:00:00 AM,6/28/2023 3:00:00 AM,MIDATL,24887
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 7:00:00 AM,6/28/2023 3:00:00 AM,MIDATL,24887
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 7:00:00 AM,6/28/2023 3:00:00 AM,MIDATL,24887
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 8:00:00 AM,6/28/2023 4:00:00 AM,MIDATL,24812
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 8:00:00 AM,6/28/2023 4:00:00 AM,MIDATL,25087
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 8:00:00 AM,6/28/2023 4:00:00 AM,MIDATL,25087
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 8:00:00 AM,6/28/2023 4:00:00 AM,MIDATL,25087
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 8:00:00 AM,6/28/2023 4:00:00 AM,MIDATL,25087
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 8:00:00 AM,6/28/2023 4:00:00 AM,MIDATL,24714
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 9:00:00 AM,6/28/2023 5:00:00 AM,MIDATL,26022
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 9:00:00 AM,6/28/2023 5:00:00 AM,MIDATL,26286
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 9:00:00 AM,6/28/2023 5:00:00 AM,MIDATL,26286
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 9:00:00 AM,6/28/2023 5:00:00 AM,MIDATL,26286
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 9:00:00 AM,6/28/2023 5:00:00 AM,MIDATL,26286
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 9:00:00 AM,6/28/2023 5:00:00 AM,MIDATL,25943
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 10:00:00 AM,6/28/2023 6:00:00 AM,MIDATL,28106
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 10:00:00 AM,6/28/2023 6:00:00 AM,MIDATL,28341
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 10:00:00 AM,6/28/2023 6:00:00 AM,MIDATL,28341
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 10:00:00 AM,6/28/2023 6:00:00 AM,MIDATL,28341
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 10:00:00 AM,6/28/2023 6:00:00 AM,MIDATL,28341
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 10:00:00 AM,6/28/2023 6:00:00 AM,MIDATL,27906
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 11:00:00 AM,6/28/2023 7:00:00 AM,MIDATL,29933
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 11:00:00 AM,6/28/2023 7:00:00 AM,MIDATL,30165
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 11:00:00 AM,6/28/2023 7:00:00 AM,MIDATL,30165
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 11:00:00 AM,6/28/2023 7:00:00 AM,MIDATL,30165
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 11:00:00 AM,6/28/2023 7:00:00 AM,MIDATL,30165
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 11:00:00 AM,6/28/2023 7:00:00 AM,MIDATL,29583
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 12:00:00 PM,6/28/2023 8:00:00 AM,MIDATL,31096
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 12:00:00 PM,6/28/2023 8:00:00 AM,MIDATL,31382
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 12:00:00 PM,6/28/2023 8:00:00 AM,MIDATL,31382
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 12:00:00 PM,6/28/2023 8:00:00 AM,MIDATL,31382
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 12:00:00 PM,6/28/2023 8:00:00 AM,MIDATL,31382
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 12:00:00 PM,6/28/2023 8:00:00 AM,MIDATL,30725
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 12:00:00 PM,6/28/2023 8:00:00 AM,MIDATL,30683
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 1:00:00 PM,6/28/2023 9:00:00 AM,MIDATL,32106
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 1:00:00 PM,6/28/2023 9:00:00 AM,MIDATL,32408
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 1:00:00 PM,6/28/2023 9:00:00 AM,MIDATL,32408
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 1:00:00 PM,6/28/2023 9:00:00 AM,MIDATL,32408
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 1:00:00 PM,6/28/2023 9:00:00 AM,MIDATL,32408
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 1:00:00 PM,6/28/2023 9:00:00 AM,MIDATL,31645
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 1:00:00 PM,6/28/2023 9:00:00 AM,MIDATL,31710
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 2:00:00 PM,6/28/2023 10:00:00 AM,MIDATL,33179
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 2:00:00 PM,6/28/2023 10:00:00 AM,MIDATL,33505
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 2:00:00 PM,6/28/2023 10:00:00 AM,MIDATL,33505
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 2:00:00 PM,6/28/2023 10:00:00 AM,MIDATL,33505
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 2:00:00 PM,6/28/2023 10:00:00 AM,MIDATL,33505
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 2:00:00 PM,6/28/2023 10:00:00 AM,MIDATL,32728
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 2:00:00 PM,6/28/2023 10:00:00 AM,MIDATL,32673
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 2:00:00 PM,6/28/2023 10:00:00 AM,MIDATL,32864
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 3:00:00 PM,6/28/2023 11:00:00 AM,MIDATL,34214
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 3:00:00 PM,6/28/2023 11:00:00 AM,MIDATL,34584
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 3:00:00 PM,6/28/2023 11:00:00 AM,MIDATL,34584
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 3:00:00 PM,6/28/2023 11:00:00 AM,MIDATL,34584
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 3:00:00 PM,6/28/2023 11:00:00 AM,MIDATL,34584
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 3:00:00 PM,6/28/2023 11:00:00 AM,MIDATL,33769
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 3:00:00 PM,6/28/2023 11:00:00 AM,MIDATL,33674
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 3:00:00 PM,6/28/2023 11:00:00 AM,MIDATL,34118
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 4:00:00 PM,6/28/2023 12:00:00 PM,MIDATL,35132
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 4:00:00 PM,6/28/2023 12:00:00 PM,MIDATL,35555
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 4:00:00 PM,6/28/2023 12:00:00 PM,MIDATL,35555
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 4:00:00 PM,6/28/2023 12:00:00 PM,MIDATL,35555
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 4:00:00 PM,6/28/2023 12:00:00 PM,MIDATL,35555
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 4:00:00 PM,6/28/2023 12:00:00 PM,MIDATL,34686
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 4:00:00 PM,6/28/2023 12:00:00 PM,MIDATL,34559
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 4:00:00 PM,6/28/2023 12:00:00 PM,MIDATL,35322
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 5:00:00 PM,6/28/2023 1:00:00 PM,MIDATL,35992
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 5:00:00 PM,6/28/2023 1:00:00 PM,MIDATL,36459
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 5:00:00 PM,6/28/2023 1:00:00 PM,MIDATL,36459
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 5:00:00 PM,6/28/2023 1:00:00 PM,MIDATL,36459
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 5:00:00 PM,6/28/2023 1:00:00 PM,MIDATL,36459
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 5:00:00 PM,6/28/2023 1:00:00 PM,MIDATL,35489
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 5:00:00 PM,6/28/2023 1:00:00 PM,MIDATL,35521
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 5:00:00 PM,6/28/2023 1:00:00 PM,MIDATL,36284
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 6:00:00 PM,6/28/2023 2:00:00 PM,MIDATL,36604
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 6:00:00 PM,6/28/2023 2:00:00 PM,MIDATL,37103
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 6:00:00 PM,6/28/2023 2:00:00 PM,MIDATL,37103
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 6:00:00 PM,6/28/2023 2:00:00 PM,MIDATL,37103
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 6:00:00 PM,6/28/2023 2:00:00 PM,MIDATL,37103
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 6:00:00 PM,6/28/2023 2:00:00 PM,MIDATL,36277
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 6:00:00 PM,6/28/2023 2:00:00 PM,MIDATL,36404
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 6:00:00 PM,6/28/2023 2:00:00 PM,MIDATL,37103
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 7:00:00 PM,6/28/2023 3:00:00 PM,MIDATL,37196
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 7:00:00 PM,6/28/2023 3:00:00 PM,MIDATL,37688
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 7:00:00 PM,6/28/2023 3:00:00 PM,MIDATL,37688
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 7:00:00 PM,6/28/2023 3:00:00 PM,MIDATL,37688
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 7:00:00 PM,6/28/2023 3:00:00 PM,MIDATL,37688
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 7:00:00 PM,6/28/2023 3:00:00 PM,MIDATL,36925
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 7:00:00 PM,6/28/2023 3:00:00 PM,MIDATL,37243
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 7:00:00 PM,6/28/2023 3:00:00 PM,MIDATL,37688
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,37813
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,38267
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,38267
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,38267
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,38267
6/28/2023 9:45:00 PM,6/28/2023 5:45:00 PM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,37808
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,37759
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,38013
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 8:00:00 PM,6/28/2023 4:00:00 PM,MIDATL,38267
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38083
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38455
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38455
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38455
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38455
6/28/2023 9:45:00 PM,6/28/2023 5:45:00 PM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38582
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38074
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38455
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 9:00:00 PM,6/28/2023 5:00:00 PM,MIDATL,38455
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37475
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37887
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37887
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37887
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37887
6/28/2023 9:45:00 PM,6/28/2023 5:45:00 PM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37926
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37887
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37887
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 10:00:00 PM,6/28/2023 6:00:00 PM,MIDATL,37887
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,36557
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,37004
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,37004
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,37004
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,37004
6/28/2023 9:45:00 PM,6/28/2023 5:45:00 PM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,36890
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,37004
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,37004
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/28/2023 11:00:00 PM,6/28/2023 7:00:00 PM,MIDATL,37004
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,35596
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,36065
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,36065
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,36065
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,36065
6/28/2023 9:45:00 PM,6/28/2023 5:45:00 PM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,35970
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,36065
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,36065
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/29/2023 12:00:00 AM,6/28/2023 8:00:00 PM,MIDATL,36065
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34317
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34758
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34758
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34758
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34758
6/28/2023 9:45:00 PM,6/28/2023 5:45:00 PM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34536
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34758
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34758
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/29/2023 1:00:00 AM,6/28/2023 9:00:00 PM,MIDATL,34758
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,31915
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32341
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32341
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32341
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32341
6/29/2023 3:45:00 AM,6/28/2023 11:45:00 PM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32533
6/28/2023 9:45:00 PM,6/28/2023 5:45:00 PM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32341
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32341
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32341
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/29/2023 2:00:00 AM,6/28/2023 10:00:00 PM,MIDATL,32341
6/27/2023 9:45:00 AM,6/27/2023 5:45:00 AM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29380
6/27/2023 1:45:00 PM,6/27/2023 9:45:00 AM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29790
6/27/2023 3:45:00 PM,6/27/2023 11:45:00 AM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29790
6/27/2023 9:45:00 PM,6/27/2023 5:45:00 PM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29790
6/28/2023 3:45:00 AM,6/27/2023 11:45:00 PM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29790
6/29/2023 3:45:00 AM,6/28/2023 11:45:00 PM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29795
6/28/2023 9:45:00 PM,6/28/2023 5:45:00 PM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29790
6/28/2023 3:45:00 PM,6/28/2023 11:45:00 AM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29790
6/28/2023 1:45:00 PM,6/28/2023 9:45:00 AM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29790
6/28/2023 9:45:00 AM,6/28/2023 5:45:00 AM,6/29/2023 3:00:00 AM,6/28/2023 11:00:00 PM,MIDATL,29790
